"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000008988",68448.0445181069,0.0211595878225695,0.146493312103117,0.144440640455144,0.88515252682287,0.99973703262644
"ENSG00000009307",187330.003860277,0.0630992380278482,0.0801524728629025,0.787240066014891,0.431141347031888,0.99973703262644
"ENSG00000009335",12105.5455176305,0.0811898942540172,0.141495216914927,0.573799567393377,0.566103441533142,0.99973703262644
"ENSG00000009413",99840.6290717064,0.120674969015018,0.250136475791438,0.482436512440656,0.629495888605687,0.99973703262644
"ENSG00000009694",36.8605588986705,-1.44011434372177,0.580769503140426,-2.4796659189826,0.013150553128448,0.969097381566205
"ENSG00000009724",796.288680608405,0.0480583019356069,0.153642018700387,0.312794002201469,0.754437172455889,0.99973703262644
"ENSG00000009780",1323.13677498436,-0.0185140756253215,0.137557560556505,-0.134591479744338,0.892934878488304,0.99973703262644
"ENSG00000009790",576.133735658608,-0.322095823455906,0.264876981670198,-1.21602043871427,0.223977136229579,0.99973703262644
"ENSG00000009830",1908.20972113525,-0.0972233952203335,0.113605628440054,-0.855797345213713,0.392109883931621,0.99973703262644
"ENSG00000009844",16677.8567902496,0.156782358899506,0.133571293400879,1.1737728587307,0.240486018038959,0.99973703262644
"ENSG00000009954",52096.3511940936,0.0541951325609675,0.0701361441931798,0.7727133161426,0.439692064151572,0.99973703262644
"ENSG00000010017",31990.1374067892,0.0987047176285354,0.185586537751958,0.531852788592119,0.594827958045489,0.99973703262644
"ENSG00000010030",55.1486398319819,0.601198380682172,0.339922837076234,1.7686319220363,0.0769553199556236,0.99973703262644
"ENSG00000010072",3322.87972088352,0.241457130848891,0.142157134950067,1.69852277153519,0.0894091385547154,0.99973703262644
"ENSG00000010165",4643.35513683699,0.111048343283812,0.0985346572462008,1.12699781363571,0.259743405380911,0.99973703262644
"ENSG00000010219",2428.36936840776,0.00236294770838728,0.107648164907689,0.0219506548059928,0.982487317801659,0.99973703262644
"ENSG00000010244",34670.8854187312,0.0143864985212336,0.0759634905942752,0.189387012217127,0.8497895030209,0.99973703262644
"ENSG00000010256",1664.12177026485,0.00158947955519652,0.305665694289233,0.00520005870757773,0.995850972140671,0.99973703262644
"ENSG00000010270",4579.6798710333,0.0606012876045039,0.0758209369621327,0.799268513850865,0.424134731874575,0.99973703262644
"ENSG00000010278",7586.06237510144,-1.06414923075615,0.35496622149644,-2.9978887181715,0.00271856920169091,0.669529365182162
"ENSG00000010292",6723.98271319506,0.0408359267935224,0.15478179169798,0.263829009507811,0.791911679947715,0.99973703262644
"ENSG00000010295",1641.61553292897,0.103776158422575,0.136230216776495,0.761770485859492,0.446196998378973,0.99973703262644
"ENSG00000010310",67.4300324107339,-0.212035190124088,0.379519055151096,-0.558694450900948,0.576370267095545,0.99973703262644
"ENSG00000010318",190.930620385018,-0.0310519832769307,0.195606494614743,-0.158747199770075,0.873868049622173,0.99973703262644
"ENSG00000010319",27.5623380484536,-0.183516275086948,0.483315620692488,-0.379702759914957,0.704166071231208,NA
"ENSG00000010322",3644.56705900629,0.0408105092203383,0.220257980869606,0.185285041927713,0.853005469712017,0.99973703262644
"ENSG00000010327",366.768014007001,-0.224702541226211,0.264374422924579,-0.849940545460079,0.395358142007637,0.99973703262644
"ENSG00000010361",172.73639381818,0.0457425509151397,0.33098787417656,0.138200080679509,0.890082291336467,0.99973703262644
"ENSG00000010404",27175.4730574872,0.0153122638120114,0.155019690571253,0.0987762506529669,0.921315925493534,0.99973703262644
"ENSG00000010438",55.4081918059311,-0.26863472993574,0.600134480991496,-0.447624221644326,0.654424419316308,0.99973703262644
"ENSG00000010539",2300.29602057258,0.0804912868226434,0.116041497721019,0.693642260772579,0.487906583990203,0.99973703262644
"ENSG00000010610",96.9216912896613,-0.0121740963497637,0.273808241536273,-0.0444621253233931,0.964536041717222,0.99973703262644
"ENSG00000010626",362.467911113368,0.125993745411755,0.236128922229834,0.533580317997299,0.593631928458454,0.99973703262644
"ENSG00000010704",1781.07258087958,0.18304741404877,0.104862818344616,1.7455893036101,0.0808823422397753,0.99973703262644
"ENSG00000010803",4924.99166085104,0.0879138633975973,0.0943268456881178,0.932013179877504,0.351329714140369,0.99973703262644
"ENSG00000010810",11922.6941570275,0.0766541297614025,0.169520613568519,0.452181762133722,0.651138045683256,0.99973703262644
"ENSG00000010818",26261.9175379504,0.15554100091307,0.101432568115076,1.53344240221353,0.125166887975162,0.99973703262644
"ENSG00000010932",287.231283323979,-0.157434522747605,0.469668235800939,-0.33520368367924,0.737471443449166,0.99973703262644
"ENSG00000011007",9082.34300100901,0.0548319314715939,0.0911176812718369,0.601770487420663,0.547326922679533,0.99973703262644
"ENSG00000011009",526.183508256481,-0.216027609748429,0.266522080376095,-0.810543011834473,0.417628154959261,0.99973703262644
"ENSG00000011021",3416.11231437755,-0.00665841473757581,0.129044495579092,-0.0515978206408255,0.958849155905332,0.99973703262644
"ENSG00000011028",14293.0392816786,-0.0730694807811969,0.190178289792545,-0.384215679197159,0.700818598224203,0.99973703262644
"ENSG00000011052",23149.9975505843,0.0641023962918598,0.163751163087034,0.391462235036397,0.695455598012587,0.99973703262644
